"province.name","year","province.code","iso.subdivisioncode","indec.prov.code","area","date.gov","date.gov2","pres.election","legis.election","senate.election","house.election","gov.name","gov.lastname","gov.firstname","gov.born","ltgov.lastname","ltgov.firstname","gov.party","gov.party.acronym","female_gov","female_ltgov","interrupted","gov.died","tenure.began","tenure.ended","tenure.expected","runner.up","winner.pct.1","runner.up.pct.1","margin.1","enp.gov.1","enp.gov.change","winner.pct.2","runner.up.pct.2","margin.2","enp.gov.2","incumbent","govelecrule","gov.minvotes","gov.altrule","gov.dsv","govelecrule_annotation","assembly.type","house.size","house.cycle","senate.size","senate.cycle","pj_Pres.votes.pct","pj.all_Pres.votes.pct","natHouse.seats","natHouse.magnitude","gdp.growth","gdp.growth_lag","gdp.growth_tenure","inflation","inflation_lag","inflation_tenure"
"SANTA CRUZ",2011,120,"AR-Z",78,246396.4,2011-10-23,NA,1,1,0,1,"DANIEL PERALTA","PERALTA","DANIEL",1955,"CRESPO MARTINEZ","LUIS HERNAN","FRENTE PARA LA VICTORIA SANTACRUCEÑA","FPV",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"UNION PARA VIVIR MEJOR",51.2353311054747,45.8524385160484,5.38289258942638,2.11324354514937,0.0680992051331071,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",24,"TOTAL",-88,".",74.87294,74.87294,5,2,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"SANTA FE",2011,121,"AR-S",82,133029.9,2011-07-24,NA,0,0,1,1,"ANTONIO BONFATTI","BONFATTI","ANTONIO",1950,"HENN","JORGE","FRENTE PROGRESISTA, CIVICO Y SOCIAL","PS-UCR",0,0,0,0,2011-12-10,2015-12-10,2015-12-10,"UNION PRO FEDERAL",39.6829957156988,36.0807702478234,3.60222546787536,2.94506432806613,0.741787960156561,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",50,"TOTAL",19,"TOTAL",41.95658,41.95658,19,10,6.003951693,10.12539816,0.425148871204935,9.465686275,10.78011543,-42.7389191208191
"TUCUMAN",2011,123,"AR-T",90,22517.7,2011-08-28,NA,0,0,0,1,"JOSE ALPEROVICH","ALPEROVICH","JOSE",1955,"MANZUR","JUAN LUIS","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2011-10-29,2015-10-29,2015-10-29,"ACUERDO CIVICO Y SOCIAL",72.5909797746053,15.0832846612795,57.5076951133258,1.81110258461228,0.192095186194941,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",49,"TOTAL",-88,".",65.18595,65.18595,9,5,6.003951693,10.12539816,0.521777090311172,9.465686275,10.78011543,-39.6165347318197
"TIERRA DEL FUEGO",2011,124,"AR-V",94,1262350,2011-06-26,2011-07-03,0,0,0,1,"FABIANA RIOS","RIOS","FABIANA",1964,"CROCIANELLI","ROBERTO","SOCIAL PATAGONICO","PSP",1,0,0,0,2011-12-17,2015-12-17,2015-12-17,"FRENTE PARA LA VICTORIA",36.8194396940394,46.7289574329156,-9.90951773887628,2.74928830964155,-0.229552904200302,50.6619458128079,49.3380541871921,1.32389162561577,1.99964952362034,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",68.43019,68.43019,5,3,6.003951693,10.12539816,0.409044168020562,9.465686275,10.78011543,-43.2593165189856
"CORRIENTES",2013,105,"AR-W",18,87810.5,2013-09-15,NA,0,0,1,1,"RICARDO COLOMBI","COLOMBI","RICARDO",1957,"CANTEROS","GUSTAVO","ENCUENTRO POR CORRIENTES","UCR",0,0,0,0,2013-12-10,2017-12-10,2017-12-10,"FRENTE PARA LA VICTORIA",50.77673151379,45.9258551127965,4.85087640099351,2.12932205350664,-0.931473752152502,NA,NA,NA,NA,1,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP2007, Art156)","BICAMERAL",30,"PARTIAL",15,"THIRDS",68.03606,68.03606,7,3,2.405323781,-1.026420454,-0.645062128314516,10.61943301,10.03025902,-96.9372687336828
"SANTIAGO DEL ESTERO",2013,122,"AR-G",86,136461.2,2013-10-27,NA,0,1,0,1,"CLAUDIA LEDESMA ABDALA","LEDESMA ABDALA","CLAUDIA",1974,"NEDER","JOSE EMILIO","FRENTE CIVICO POR SANTIAGO","FCS",1,0,0,0,2013-12-10,2017-12-10,2017-12-10,"FRENTE PROGRESISTA CIVICO Y SOCIAL",64.6671707412697,14.3848674219169,50.2823033193528,2.20290301036878,0.835341867681626,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"TOTAL",-88,".",82.11258,82.11258,7,3,2.405323781,-1.026420454,-0.645062128314516,10.61943301,10.03025902,-96.9372687336828
"CAPITAL FEDERAL",2015,101,"AR-C",2,200.2,2015-07-05,2015-07-19,0,0,0,1,"HORACIO RODRIGUEZ LARRETA","RODRIGUEZ LARRETA","HORACIO",1965,"SANTILLI","DIEGO","UNION PRO","PRO",0,0,9,9,2015-12-10,NA,2019-12-10,"ENERGIA CIUDADANA y ORGANIZADA",45.5558108869666,25.4738495040187,20.0819613829479,3.09623963061674,-0.0482796315237777,51.6444281898549,48.3555718101451,3.28885637970988,1.99783902218087,0,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",60,"PARTIAL",-88,".",24.089,24.089,25,12,2.647271415,-2.512615321,-88,-99,-99,-88
"BUENOS AIRES",2015,102,"AR-B",6,307581.7,2015-10-25,NA,1,1,1,1,"MARIA EUGENIA VIDAL","VIDAL","MARIA EUGENIA",1973,"SALVADOR","DANIEL MARCELO","CAMBIEMOS BUENOS AIRES","PRO-UCR",1,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE PARA LA VICTORIA",39.4173421313012,35.2834876472426,4.1338544840586,3.13615362388806,0.296171364394281,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",37.2836,37.2836,70,35,2.647271415,-2.512615321,-88,-99,-99,-88
"CATAMARCA",2015,103,"AR-K",10,102098.9,2015-10-25,NA,1,1,1,1,"LUCIA CORPACCI","CORPACCI","LUCIA",1959,"GUTIERREZ","VICTOR OCTAVIO","FRENTE PARA LA VICTORIA","FPV",1,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE CIVICO Y SOCIAL",50.1242318488734,41.4754191639481,8.64881268492527,2.32384398346214,0.122093264836297,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",44.8378,44.8378,5,2,2.647271415,-2.512615321,-88,-99,-99,-88
"CORDOBA",2015,104,"AR-X",14,165330,2015-07-05,NA,0,0,0,1,"JUAN SCHIARETTI","SCHIARETTI","JUAN",1949,"LLARYORA","MARTIN MIGUEL","UNION POR CORDOBA","PJ",0,0,9,9,2015-12-10,NA,2019-12-10,"JUNTOS POR CORDOBA",39.9945260028282,33.745904564616,6.24862143821226,3.26474994306605,0.157389065894793,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",70,"TOTAL",-88,".",19.2636,19.2636,18,9,2.647271415,-2.512615321,-88,-99,-99,-88
"CHACO",2015,106,"AR-H",22,99560.1,2015-09-20,NA,0,0,0,1,"OSCAR DOMINGO PEPPO","PEPPO","OSCAR DOMINGO",1958,"CAPITANICH","MATEO DANIEL","FRENTE CHACO MERECE MAS","PJ",0,0,9,9,2015-12-10,NA,2019-12-10,"VAMOS CHACO",55.4508142869289,42.2874235760607,13.1633907108682,2.05417493393823,0.185394487253483,NA,NA,NA,NA,0,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP1994, Art133)","UNICAMERAL",32,"PARTIAL",-88,".",53.6926,53.6926,7,3,2.647271415,-2.512615321,-88,-99,-99,-88
"CHUBUT",2015,107,"AR-U",26,221388.7,2015-10-25,NA,1,1,0,1,"MARIO DAS NEVES","DAS NEVES","MARIO",1951,"ARCIONI","MARIANO EZEQUIEL","CHUBUT SOMOS TODOS","PJ",0,0,1,1,2015-12-10,2017-10-31,2019-12-10,"FRENTE PARA LA VICTORIA",41.8709760864567,40.6178144401012,1.25316164635549,2.75552325905236,-0.162087170045427,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",27,"TOTAL",-88,".",41.6692,41.6692,5,3,2.647271415,-2.512615321,-1.97916556786269,-99,-99,-99
"ENTRE RIOS",2015,108,"AR-E",30,78787.2,2015-10-25,NA,1,1,1,1,"GUSTAVO EDUARDO BORDET","BORDET","GUSTAVO EDUARDO",1962,"BAHL","ADAN HUMBERTO","FRENTE PARA LA VICTORIA","FPV",0,0,9,9,2015-12-10,NA,2019-12-10,"CAMBIEMOS",42.3026995591603,39.4326979494981,2.87000160966213,2.78008918893664,0.179395869322147,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",34,"TOTAL",17,"TOTAL",37.6353,37.6353,9,4,2.647271415,-2.512615321,-88,-99,-99,-88
"FORMOSA",2015,109,"AR-P",34,71639.5,2015-10-25,NA,1,1,0,1,"GILDO INSFRAN","INSFRAN","GILDO",1951,"BOGADO","FLORO","JUSTICIALISTA","PJ",0,0,9,9,2015-12-10,NA,2019-12-10,"CONFEDERACION FRENTE AMPLIO FORMOSEÑO",73.2291823709734,25.9730388461732,47.2561435248002,1.65624657117385,0.0540180096104885,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"PARTIAL",-88,".",66.9809,66.9809,5,3,2.647271415,-2.512615321,-88,-99,-99,-88
"JUJUY",2015,110,"AR-Y",38,53037.3,2015-10-25,NA,1,1,0,1,"GERARDO RUBEN MORALES","MORALES","GERARDO RUBEN",1959,"HAQUIN","CARLOS GUILLERMO","FRENTE CAMBIA JUJUY","UCR-PRO",0,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE PARA LA VICTORIA",58.3081213468346,35.7904729562855,22.5176483905491,2.13097993644995,-0.307372493785802,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",48,"PARTIAL",-88,".",37.5834,37.5834,6,3,2.647271415,-2.512615321,-88,-99,-99,-88
"LA PAMPA",2015,111,"AR-L",42,145133.2,2015-10-25,NA,1,1,0,1,"CARLOS VERNA","VERNA","CARLOS",1946,"FERNANDEZ","MARIANO","JUSTICIALISTA","PJ",0,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE PAMPEANO CIVICO Y SOCIAL",48.5964464336673,36.41729622565,12.1791502080173,2.65426702245428,-0.33129657788741,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"TOTAL",-88,".",37.941,37.941,5,2,2.647271415,-2.512615321,-88,-99,-99,-88
"LA RIOJA",2015,112,"AR-F",46,90303,2015-07-05,NA,0,0,0,1,"SERGIO CASAS","CASAS","SERGIO",1965,"BOSETTI","NESTOR","FRENTE PARA LA VICTORIA","FPV",0,0,9,9,2015-12-10,NA,2019-12-10,"FUERZA CIVICA RIOJANA",56.7379592333682,40.7032193261026,16.0347399072655,2.0504340832727,0.0546954754171993,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",-99,"PARTIAL",-88,".",36.3216,36.3216,5,3,2.647271415,-2.512615321,-88,-99,-99,-88
"MENDOZA",2015,113,"AR-M",50,148651.9,2015-06-21,NA,0,0,1,1,"ALFREDO CORNEJO","CORNEJO","ALFREDO",1962,"MONTERO","LAURA","ALIANZA CAMBIA MENDOZA","UCR-PRO",0,1,9,9,2015-12-10,NA,2019-12-10,"FRENTE PARA LA VICTORIA",48.3790993862765,41.0176245061785,7.36147488009796,2.41813860755998,-0.617627040848341,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",31.3602,31.3602,10,5,2.647271415,-2.512615321,-88,-99,-99,-88
"MISIONES",2015,114,"AR-N",54,29758.7,2015-10-25,NA,1,1,0,1,"HUGO MARIO PASSALACQUA","PASSALACQUA","HUGO MARIO",1957,"HERRERA AHUAD","OSCAR ALBERTO","FRENTE RENOVADOR DE LA CONCORDIA","FRC",0,0,9,9,2015-12-10,NA,2019-12-10,"VAMOS JUNTOS",63.7894706666476,13.5466783882224,50.2427922784252,2.27050442607463,0.530357393113162,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"PARTIAL",-88,".",61.1141,61.1141,7,4,2.647271415,-2.512615321,-88,-99,-99,-88
"NEUQUEN",2015,115,"AR-Q",58,93396.4,2015-04-26,NA,0,0,0,1,"OMAR GUTIERREZ","GUTIERREZ","OMAR",1967,"FIGUEROA","ROLANDO","MOVIMIENTO POPULAR NEUQUINO","MPN",0,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE PARA LA VICTORIA",40.574427382245,31.2002711568401,9.37415622540487,3.25630811683629,0.63856201642362,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"TOTAL",-88,".",35.7374,35.7374,5,2,2.647271415,-2.512615321,-88,-99,-99,-88
"RIO NEGRO",2015,116,"AR-R",62,206174.8,2015-06-14,NA,0,0,0,1,"ALBERTO WERETILNECK","WERETILNECK","ALBERTO",1962,"PESATTI","PEDRO","ALIANZA JUNTOS SOMOS RIO NEGRO","JSRN",0,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE PARA LA VICTORIA",52.8043085411234,33.9407301375761,18.8635784035473,2.46733838691678,0.0048568141611649,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",46,"TOTAL",-88,".",45.197,45.197,5,3,2.647271415,-2.512615321,-88,-99,-99,-88
"SALTA",2015,117,"AR-A",66,155702.8,2015-05-17,NA,0,0,1,1,"JUAN MANUEL URTUBEY","URTUBEY","JUAN MANUEL",1969,"ISA","MIGUEL ANGEL","FRENTE JUSTICIALISTA RENOVADOR PARA LA VICTORIA","PJ",0,0,9,9,2015-12-10,NA,2019-12-10,"FRENTE ROMERO + OLMEDO",51.2357309933593,30.6379049882595,20.5978260050999,2.71939802359461,0.373447035184205,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",40.976,40.976,7,4,2.647271415,-2.512615321,-88,-99,-99,-88
"SAN JUAN",2015,118,"AR-J",70,89601.3,2015-10-25,NA,1,1,0,1,"SERGIO UÑAC","UÑAC","SERGIO",1970,"LIMA","MARCELO","FRENTE PARA LA VICTORIA","FPV",0,0,9,9,2015-12-10,NA,2019-12-10,"COMPROMISO POR SAN JUAN",53.8497669180147,30.7673271077127,23.0824398103021,2.49893144668726,0.544367489914656,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",36,"TOTAL",-88,".",45.957,45.957,6,3,2.647271415,-2.512615321,-88,-99,-99,-88
"SAN LUIS",2015,119,"AR-D",74,77179.3,2015-10-25,NA,1,1,1,1,"ALBERTO JOSE RODRIGUEZ SAA","RODRIGUEZ SAA","ALBERTO JOSE",1949,"PONCE","CARLOS YBRHAIN","COMPROMISO FEDERAL","PJ",0,0,9,9,2015-12-10,NA,2019-12-10,"ALIANZA CAMBIEMOS",56.309212658409,29.1834492859758,27.1257633724332,2.37590167366493,0.0340071330426777,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",15.5812,15.5812,5,2,2.647271415,-2.512615321,-88,-99,-99,-88
"SANTA CRUZ",2015,120,"AR-Z",78,246396.4,2015-10-25,NA,1,1,0,1,"ALICIA MARGARITA KIRCHNER","KIRCHNER","ALICIA MARGARITA",1946,"GONZALEZ","PABLO GERARDO","FRENTE PARA LA VICTORIA SANTACRUCEÑA","FPV",1,0,9,9,2015-12-10,NA,2019-12-10,"UNION PARA VIVIR MEJOR",50.9748457078736,46.4600476902936,4.51479801757995,2.10003578778729,-0.0132077573620837,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",24,"TOTAL",-88,".",47.0648,47.0648,5,2,2.647271415,-2.512615321,-88,-99,-99,-88
"SANTA FE",2015,121,"AR-S",82,133029.9,2015-06-14,NA,0,0,1,1,"ROBERTO MIGUEL LIFSCHITZ","LIFSCHITZ","ROBERTO MIGUEL",1955,"FASCENDINI","CARLOS ALCIDES ","FRENTE PROGRESISTA CIVICO Y SOCIAL","PS-UCR",0,0,9,9,2015-12-10,NA,2019-12-10,"UNION PRO FEDERAL",31.7361908115534,31.6548963604431,0.0812944511103026,3.38857538222889,0.443511054162761,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",50,"TOTAL",19,"TOTAL",31.7665,31.7665,19,10,2.647271415,-2.512615321,-88,-99,-99,-88
"TUCUMAN",2015,123,"AR-T",90,22517.7,2015-08-23,NA,0,0,0,1,"JUAN LUIS MANZUR","MANZUR","JUAN LUIS",1969,"JALDO","OSVALDO","FRENTE PARA LA VICTORIA","FPV",0,0,9,9,2015-10-29,NA,2019-10-29,"FRENTE ACUERDO PARA EL BICENTENARIO",53.6767313288387,41.5073752846405,12.1693560441982,2.16665735342082,0.35555476880854,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",49,"TOTAL",-88,".",48.4594,48.4594,9,5,2.647271415,-2.512615321,-88,-99,-99,-88
"TIERRA DEL FUEGO",2015,124,"AR-V",94,1262350,2015-06-21,2015-06-28,0,0,0,1,"ROSANA BERTONE","BERTONE","ROSANA",1972,"ARCANDO","JUAN CARLOS","FRENTE PARA LA VICTORIA","PJ",1,0,9,9,2015-12-17,NA,2019-12-17,"UNIR TIERRA DEL FUEGO",49.0156616869211,39.7102458910648,9.30541579585624,2.473387561055,-0.275900748586549,51.9092501267456,48.0907498732544,3.81850025349127,1.99708805705058,0,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",45.5238,45.5238,5,3,2.647271415,-2.512615321,-88,-99,-99,-88
"CORRIENTES",2017,105,"AR-W",18,87810.5,2017-10-08,NA,0,0,1,1,"GUSTAVO VALDES","VALDES","GUSTAVO",1968,"CANTEROS","GUSTAVO","ENCUENTRO POR CORRIENTES + CAMBIEMOS","UCR",0,0,9,9,2017-12-10,NA,2021-12-10,"CORRIENTES PODEMOS MAS",54.0470771335228,45.2036657065388,8.84341142698398,2.01409085098126,-0.115231202525386,NA,NA,NA,NA,0,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP2007, Art156)","BICAMERAL",30,"PARTIAL",15,"THIRDS",50.2641,50.2641,7,3,-99,-99,-88,-99,-99,-88
"SANTIAGO DEL ESTERO",2017,122,"AR-G",86,136461.2,2017-10-22,NA,0,1,0,1,"GERARDO ZAMORA","ZAMORA","GERARDO",1964,"NEDER","JOSE EMILIO","FRENTE CIVICO POR SANTIAGO","FCS",0,0,9,9,2017-12-10,NA,2021-12-10,"CAMBIEMOS",68.3318920281916,16.8121289823084,51.5197630458832,1.9849022412497,-0.218000769119075,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"TOTAL",-88,".",63.1309,63.1309,7,3,-99,-99,-88,-99,-99,-88
